game_id,game_date,game_datetime,category_id,status_code,status_info,stadium,home_team_code,home_team_name,away_team_code,away_team_name,home_score,away_score,home_starter_name,away_starter_name,win_pitcher_name,lose_pitcher_name,broad_channel,manual_relay_url,round_code,title
20250607HHHT02025,2025-06-07,2025-06-07T17:00:00,kbo,RESULT,11회말,광주,HT,KIA,HH,한화,2,3,올러,황준서,김종수,최지민,,,kbo_r,
20250608HHHT02025,2025-06-08,2025-06-08T17:00:00,kbo,RESULT,10회말,광주,HT,KIA,HH,한화,7,6,양현종,,정해영,김종수,,,kbo_r,
20250610OBHH02025,2025-06-10,2025-06-10T18:30:00,kbo,RESULT,9회초,대전,HH,한화,OB,두산,6,2,,,와이스,콜어빈,,,kbo_r,
20250611OBHH02025,2025-06-11,2025-06-11T18:30:00,kbo,RESULT,9회초,대전,HH,한화,OB,두산,9,1,조동욱,최원준,조동욱,최원준,,,kbo_r,
20250612OBHH02025,2025-06-12,2025-06-12T18:30:00,kbo,RESULT,9회초,대전,HH,한화,OB,두산,3,2,엄상백,잭로그,주현상,잭로그,,,kbo_r,
20250613LGHH02025,2025-06-13,2025-06-13T18:30:00,kbo,BEFORE,경기취소,대전,HH,한화,LG,LG,0,0,황준서,임찬규,,,,,kbo_r,
20250614LGHH02025,2025-06-14,2025-06-14T17:00:00,kbo,RESULT,11회말,대전,HH,한화,LG,LG,2,2,,임찬규,,,,,kbo_r,
20250615LGHH02025,2025-06-15,2025-06-15T17:00:00,kbo,RESULT,9회초,대전,HH,한화,LG,LG,10,5,문동주,송승기,황준서,송승기,,,kbo_r,
20250617HHLT02025,2025-06-17,2025-06-17T18:30:00,kbo,RESULT,9회말,사직,LT,롯데,HH,한화,0,6,,,와이스,데이비슨,,,kbo_r,
20250618HHLT02025,2025-06-18,2025-06-18T18:30:00,kbo,RESULT,9회초,사직,LT,롯데,HH,한화,6,3,홍민기,엄상백,김강현,엄상백,,,kbo_r,
